Name,GP*,G,A,+/-,PIM,PPP,SOG,HIT,BLK,manager,year,Position,center,lw,rw,defence,multi_position,GWG
Tyler Toffoli,27,8,10,-5,6,6,81,27,11,Dont Drink and Draft,2021,"C,RW",1,0,1,0,1,NA
Dmitry Orlov,12,2,2,6,6,1,21,19,16,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Max Pacioretty,28,15,13,8,25,9,101,22,13,Hail Satan,2021,LW,0,1,0,0,0,NA
Alex Killorn,71,21,32,3,54,12,144,79,19,Hail Satan,2021,"C,LW",1,1,0,0,1,NA
Vince Dunn,69,7,26,-16,61,11,118,70,77,Hail Satan,2021,D,0,0,0,1,0,NA
Evgeny Kuznetsov,64,23,43,12,28,24,162,31,20,Hail Satan,2021,C,1,0,0,0,0,NA
Tom Wilson,72,21,26,10,89,10,143,218,45,Hail Satan,2021,RW,0,0,1,0,0,NA
Brendan Gallagher,37,5,12,-4,50,5,89,34,21,Hail Satan,2021,RW,0,0,1,0,0,NA
John Carlson,78,17,54,13,20,25,195,73,112,Hail Satan,2021,D,0,0,0,1,0,NA
Rasmus Sandin,30,0,9,5,2,2,24,52,20,Hail Satan,2021,D,0,0,0,1,0,NA
Anders Lee,10,4,0,-3,6,0,27,14,1,Hail Satan,2021,LW,0,1,0,0,0,NA
Miro Heiskanen,68,5,30,1,24,11,154,52,90,Hail Satan,2021,D,0,0,0,1,0,NA
Yegor Sharangovich,6,0,2,0,0,1,9,3,3,Hail Satan,2021,C,1,0,0,0,0,NA
Patrice Bergeron,63,19,37,31,28,17,255,66,39,Hail Satan,2021,C,1,0,0,0,0,NA
Auston Matthews,67,51,42,19,16,24,309,64,59,Hail Satan,2021,C,1,0,0,0,0,NA
David Perron,62,22,28,6,48,24,159,78,10,Hail Satan,2021,"LW,RW",0,1,1,0,1,NA
Kevin Labanc,7,1,2,0,2,1,9,7,2,Hail Satan,2021,"LW,RW",0,1,1,0,1,NA
Alexander Radulov,14,0,5,-7,6,3,17,11,13,Hail Satan,2021,RW,0,0,1,0,0,NA
Rasmus Asplund,2,0,0,0,0,0,1,1,0,Hail Satan,2021,C,1,0,0,0,0,NA
Jordan Eberle,54,10,15,-20,10,6,105,24,22,Hail Satan,2021,RW,0,0,1,0,0,NA
Mats Zuccarello,46,17,39,4,20,22,109,25,18,Hail Satan,2021,RW,0,0,1,0,0,NA
Erik Johnson,54,5,10,10,20,1,93,117,97,Hail Satan,2021,D,0,0,0,1,0,NA
Trevor Moore,5,0,3,2,0,0,13,2,2,Hail Satan,2021,"LW,RW",0,1,1,0,1,NA
Tage Thompson,39,25,14,-14,24,10,130,34,14,Hail Satan,2021,C,1,0,0,0,0,NA
Nikolaj Ehlers,57,26,25,19,16,8,223,27,23,HatTrick Swayzes,2021,"LW,RW",0,1,1,0,1,NA
Mitchell Marner,72,35,62,23,16,25,224,75,31,HatTrick Swayzes,2021,RW,0,0,1,0,0,NA
Cole Caufield,4,0,0,-4,2,0,11,1,0,HatTrick Swayzes,2021,RW,0,0,1,0,0,NA
Connor Murphy,3,1,0,-7,4,0,6,2,6,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Mathew Barzal,8,3,2,-1,2,0,27,3,2,HatTrick Swayzes,2021,C,1,0,0,0,0,NA
Jonathan Huberdeau,79,30,84,34,52,37,217,96,28,HatTrick Swayzes,2021,LW,0,1,0,0,0,NA
Oliver Bjorkstrand,22,6,13,-10,4,7,56,13,6,HatTrick Swayzes,2021,RW,0,0,1,0,0,NA
Jakob Chychrun,7,0,0,-13,18,0,20,13,9,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Thomas Chabot,54,6,28,-2,24,11,162,67,85,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Tony DeAngelo,65,10,41,32,56,20,151,41,59,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Rasmus Dahlin,78,11,40,-24,66,20,166,120,91,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Sean Couturier,20,5,8,-8,4,4,54,11,8,HatTrick Swayzes,2021,C,1,0,0,0,0,NA
Mark Scheifele,65,29,40,-13,23,17,157,36,46,HatTrick Swayzes,2021,C,1,0,0,0,0,NA
Jani Hakanpaa,7,0,0,-2,21,0,5,21,9,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Dylan Larkin,66,29,35,-19,35,12,194,75,27,HatTrick Swayzes,2021,C,1,0,0,0,0,NA
Moritz Seider,76,7,38,-6,28,18,180,146,154,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Liam O'Brien,1,0,0,0,0,0,0,1,0,HatTrick Swayzes,2021,C,1,0,0,0,0,NA
Lucas Raymond,53,13,21,-17,10,13,120,38,16,HatTrick Swayzes,2021,LW,0,1,0,0,0,NA
Troy Terry,37,18,12,-7,14,9,86,4,7,HatTrick Swayzes,2021,"C,RW",1,0,1,0,1,NA
Garnet Hathaway,3,3,1,0,0,0,10,13,1,HatTrick Swayzes,2021,RW,0,0,1,0,0,NA
Anthony Cirelli,27,6,7,12,31,0,56,28,27,HatTrick Swayzes,2021,C,1,0,0,0,0,NA
Jack Hughes,3,1,0,-2,0,0,4,0,1,HatTrick Swayzes,2021,C,1,0,0,0,0,NA
Jamie Drysdale,4,0,0,0,0,0,5,1,8,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Alex Goligoski,12,1,5,9,12,1,16,9,20,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Conor Garland,10,2,3,3,6,0,30,9,6,HatTrick Swayzes,2021,RW,0,0,1,0,0,NA
Ivan Barbashev,19,5,8,2,8,2,34,34,11,HatTrick Swayzes,2021,C,1,0,0,0,0,NA
Pat Maroon,4,0,0,0,2,0,3,4,0,HatTrick Swayzes,2021,LW,0,1,0,0,0,NA
Alexander Romanov,1,0,0,0,2,0,1,3,3,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Kevin Shattenkirk,17,0,1,-9,8,1,36,21,32,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Anton Lundell,9,4,2,5,4,1,21,5,4,HatTrick Swayzes,2021,C,1,0,0,0,0,NA
Chandler Stephenson,2,1,0,0,2,0,3,0,1,HatTrick Swayzes,2021,C,1,0,0,0,0,NA
Jesper Bratt,19,6,12,5,0,5,49,9,7,HatTrick Swayzes,2021,RW,0,0,1,0,0,NA
Ryan Hartman,26,10,12,4,34,4,71,16,14,HatTrick Swayzes,2021,"C,RW",1,0,1,0,1,NA
John Klingberg,13,2,7,0,4,2,29,15,10,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Frank Vatrano,4,1,2,3,0,0,10,3,0,HatTrick Swayzes,2021,"LW, RW",0,1,1,0,1,NA
Taylor Hall,6,0,3,3,4,0,14,8,2,HatTrick Swayzes,2021,LW,0,1,0,0,0,NA
Jordan Kyrou,11,4,8,1,2,4,28,2,3,HatTrick Swayzes,2021,C,1,0,0,0,0,NA
Calvin de Haan,1,0,0,1,0,0,2,2,0,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Owen Power,8,2,1,3,2,0,10,1,9,HatTrick Swayzes,2021,D,0,0,0,1,0,NA
Steven Stamkos,79,42,64,27,36,36,239,91,31,Mitchell's Mooners,2021,C,1,0,0,0,0,NA
Brandon Tanev,24,7,5,-1,13,2,41,89,13,Mitchell's Mooners,2021,"LW,RW",0,1,1,0,1,NA
Alex Ovechkin,75,49,40,7,18,29,325,151,25,Mitchell's Mooners,2021,LW,0,1,0,0,0,NA
Max Comtois,4,0,0,-5,0,0,9,7,0,Mitchell's Mooners,2021,LW,0,1,0,0,0,NA
Darnell Nurse,69,8,26,19,50,6,194,190,128,Mitchell's Mooners,2021,D,0,0,0,1,0,NA
Neal Pionk,77,3,31,7,46,12,140,185,91,Mitchell's Mooners,2021,D,0,0,0,1,0,NA
Anze Kopitar,79,18,48,-7,14,22,202,70,68,Mitchell's Mooners,2021,C,1,0,0,0,0,NA
Carter Verhaeghe,54,19,19,19,36,1,120,34,13,Mitchell's Mooners,2021,NA,0,0,0,0,0,NA
Martin Necas,3,0,1,-1,2,0,1,2,2,Mitchell's Mooners,2021,C,1,0,0,0,0,NA
Dougie Hamilton,59,8,20,-24,34,7,185,78,88,Mitchell's Mooners,2021,D,0,0,0,1,0,NA
Brad Marchand,69,30,48,15,90,27,234,78,20,Mitchell's Mooners,2021,LW,0,1,0,0,0,NA
Vladimir Tarasenko,73,33,48,11,30,21,221,81,45,Mitchell's Mooners,2021,RW,0,0,1,0,0,NA
Rasmus Ristolainen,64,2,13,-10,36,1,91,223,120,Mitchell's Mooners,2021,D,0,0,0,1,0,NA
Timo Meier,73,34,37,-4,50,17,304,153,56,Mitchell's Mooners,2021,"LW,RW",0,1,1,0,1,NA
Andrew Copp,36,9,11,-2,6,4,101,25,22,Mitchell's Mooners,2021,C,1,0,0,0,0,NA
Mikael Granlund,45,5,25,-10,23,16,71,52,25,Mitchell's Mooners,2021,"LW,RW",0,1,1,0,1,NA
Samuel Girard,4,0,0,3,2,0,3,3,7,Mitchell's Mooners,2021,D,0,0,0,1,0,NA
Bowen Byram,1,0,0,-3,4,0,4,2,1,Mitchell's Mooners,2021,D,0,0,0,1,0,NA
Jeff Carter,2,0,2,1,0,1,9,3,4,Mitchell's Mooners,2021,C,1,0,0,0,0,NA
Rasmus Andersson,1,0,0,2,2,0,5,1,1,Mitchell's Mooners,2021,D,0,0,0,1,0,NA
Jaccob Slavin,25,2,9,7,4,2,50,15,51,Mitchell's Mooners,2021,D,0,0,0,1,0,NA
Mark Borowiecki,1,0,0,0,0,0,0,1,0,Mitchell's Mooners,2021,D,0,0,0,1,0,NA
Cole Caufield,15,8,4,-10,4,4,46,5,1,Mitchell's Mooners,2021,RW,0,0,1,0,0,NA
Elias Pettersson,11,10,7,0,4,6,42,10,4,Mitchell's Mooners,2021,C,1,0,0,0,0,NA
Martin Fehervary,8,0,2,0,2,0,8,28,8,Mitchell's Mooners,2021,D,0,0,0,1,0,NA
Jonathan Marchessault,13,8,4,0,2,2,38,12,5,No Regretzkys,2021,"C,LW",1,1,0,0,1,NA
Mark Stone,25,7,19,9,6,4,50,14,18,No Regretzkys,2021,RW,0,0,1,0,0,NA
Connor McDavid,73,39,72,24,43,42,286,66,23,No Regretzkys,2021,C,1,0,0,0,0,NA
Andre Burakovsky,11,4,3,-2,4,1,21,10,4,No Regretzkys,2021,LW,0,1,0,0,0,NA
Adam Fox,75,11,62,23,26,32,152,29,124,No Regretzkys,2021,D,0,0,0,1,0,NA
Seth Jones,71,5,43,-41,24,19,177,91,148,No Regretzkys,2021,D,0,0,0,1,0,NA
Jamie Benn,77,16,26,-13,79,9,168,132,56,No Regretzkys,2021,"C,LW",1,1,0,0,1,NA
Teuvo Teravainen,71,19,39,19,24,29,185,13,28,No Regretzkys,2021,"LW,RW",0,1,1,0,1,NA
Roope Hintz,9,0,1,-5,2,1,24,11,6,No Regretzkys,2021,LW,0,1,0,0,0,NA
Radko Gudas,75,3,12,25,103,0,97,348,117,No Regretzkys,2021,D,0,0,0,1,0,NA
Zach Werenski,12,2,5,-1,4,2,42,5,13,No Regretzkys,2021,D,0,0,0,1,0,NA
Brayden Schenn,34,15,20,18,20,10,58,52,9,No Regretzkys,2021,"C,LW",1,1,0,0,1,NA
Tomas Hertl,27,13,6,-4,2,4,75,26,14,No Regretzkys,2021,"C,LW",1,1,0,0,1,NA
Brenden Dillon,7,0,1,1,11,0,14,19,6,No Regretzkys,2021,D,0,0,0,1,0,NA
Anthony Mantha,4,0,3,0,2,1,5,2,2,No Regretzkys,2021,"LW,RW",0,1,1,0,1,NA
Matt Duchene,63,36,35,7,34,23,178,29,22,No Regretzkys,2021,C,1,0,0,0,0,NA
Blake Coleman,68,13,15,11,56,0,173,131,37,No Regretzkys,2021,"LW,RW",0,1,1,0,1,NA
Josh Manson,28,2,3,-3,23,0,35,70,27,No Regretzkys,2021,D,0,0,0,1,0,NA
Tyler Bertuzzi,52,21,24,-18,35,12,146,48,31,No Regretzkys,2021,LW,0,1,0,0,0,NA
Rasmus Andersson,7,0,4,-2,0,1,12,3,14,No Regretzkys,2021,D,0,0,0,1,0,NA
Torey Krug,5,1,4,4,2,3,11,4,2,No Regretzkys,2021,D,0,0,0,1,0,NA
Ivan Provorov,1,0,1,1,0,0,1,1,1,No Regretzkys,2021,D,0,0,0,1,0,NA
Colton Parayko,1,0,0,-2,0,0,0,1,3,No Regretzkys,2021,D,0,0,0,1,0,NA
Vincent Trocheck,46,12,16,13,39,5,99,111,23,No Regretzkys,2021,C,1,0,0,0,0,NA
Alex Goligoski,35,0,5,13,8,1,38,26,47,No Regretzkys,2021,D,0,0,0,1,0,NA
Anthony Duclair,35,12,11,-5,22,14,82,20,3,No Regretzkys,2021,"LW,RW",0,1,1,0,1,NA
Chris Tanev,17,2,5,9,4,0,19,12,39,No Regretzkys,2021,D,0,0,0,1,0,NA
Chandler Stephenson,41,11,25,0,14,7,55,42,25,Sugar Kane,2021,C,1,0,0,0,0,NA
Victor Hedman,82,20,65,25,36,38,218,94,129,Sugar Kane,2021,D,0,0,0,1,0,NA
J.T. Miller,79,32,66,11,47,38,202,170,55,Sugar Kane,2021,"LW,RW",0,1,1,0,1,NA
Elias Pettersson,16,2,7,-3,2,6,46,5,7,Sugar Kane,2021,C,1,0,0,0,0,NA
Anthony Mantha,2,1,1,-1,2,1,7,2,3,Sugar Kane,2021,"LW,RW",0,1,1,0,1,NA
Jesse Puljujarvi,31,10,13,5,12,5,87,35,7,Sugar Kane,2021,RW,0,0,1,0,0,NA
Jeff Petry,5,0,0,0,0,0,6,3,4,Sugar Kane,2021,D,0,0,0,1,0,NA
Jake Guentzel,74,39,42,9,44,22,259,71,37,Sugar Kane,2021,"LW,RW",0,1,1,0,1,NA
Anthony Duclair,37,17,16,22,8,7,80,18,13,Sugar Kane,2021,"LW,RW",0,1,1,0,1,NA
Esa Lindell,24,1,3,0,2,0,45,43,44,Sugar Kane,2021,D,0,0,0,1,0,NA
David Pastrnak,72,40,37,13,20,26,312,63,14,Sugar Kane,2021,RW,0,0,1,0,0,NA
Torey Krug,19,2,7,1,18,5,33,13,15,Sugar Kane,2021,D,0,0,0,1,0,NA
Colton Parayko,16,1,6,-2,8,1,30,11,31,Sugar Kane,2021,D,0,0,0,1,0,NA
Mike Hoffman,9,4,0,-4,0,2,12,4,4,Sugar Kane,2021,"LW,RW",0,1,1,0,1,NA
Cal Clutterbuck,1,0,0,0,0,0,2,9,1,Sugar Kane,2021,D,0,0,0,1,0,NA
Erik Cernak,3,0,0,1,0,0,3,3,3,Sugar Kane,2021,D,0,0,0,1,0,NA
Evan Bouchard,4,0,2,-1,0,1,8,5,7,Sugar Kane,2021,D,0,0,0,1,0,NA
Ryan Getzlaf,12,0,9,3,4,1,25,17,13,Sugar Kane,2021,C,1,0,0,0,0,NA
Ryan Hartman,2,1,1,3,0,0,7,3,2,Sugar Kane,2021,"C,RW",1,0,1,0,1,NA
Jonas Brodin,2,0,0,-3,0,0,1,1,3,Sugar Kane,2021,D,0,0,0,1,0,NA
Ben Chiarot,17,2,1,-10,12,1,33,29,24,Sugar Kane,2021,D,0,0,0,1,0,NA
Sidney Crosby,67,31,53,22,30,30,205,48,37,Sugar Kane,2021,C,1,0,0,0,0,NA
Erik Johnson,6,1,2,2,0,0,14,9,8,Sugar Kane,2021,D,0,0,0,1,0,NA
Zach Whitecloud,1,0,0,1,0,0,0,0,4,Sugar Kane,2021,D,0,0,0,1,0,NA
Rasmus Andersson,4,0,3,5,2,0,6,5,8,Sugar Kane,2021,D,0,0,0,1,0,NA
Evan Rodrigues,1,0,1,-3,0,0,6,4,1,Sugar Kane,2021,"C,LW,RW",1,1,1,0,1,NA
Garnet Hathaway,35,5,7,9,31,0,56,108,35,Sugar Kane,2021,RW,0,0,1,0,0,NA
Andreas Johnsson,2,0,0,-1,0,0,6,2,0,Sugar Kane,2021,LW,0,1,0,0,0,NA
Tyler Myers,57,1,11,16,49,1,90,94,95,Sugar Kane,2021,D,0,0,0,1,0,NA
Sonny Milano,2,1,0,1,0,0,2,0,0,Sugar Kane,2021,LW,0,1,0,0,0,NA
Brenden Dillon,48,2,12,4,41,0,43,128,66,Sugar Kane,2021,D,0,0,0,1,0,NA
Ryan Johansen,1,0,0,0,0,0,1,0,0,Sugar Kane,2021,C,1,0,0,0,0,NA
Joel Eriksson Ek,37,13,10,6,10,8,110,71,16,Sugar Kane,2021,C,1,0,0,0,0,NA
Matt Roy,15,0,2,5,8,0,36,37,12,Sugar Kane,2021,D,0,0,0,1,0,NA
Denis Gurianov,1,0,0,0,0,0,1,1,1,Sugar Kane,2021,RW,0,0,1,0,0,NA
Ivan Provorov,3,0,0,-4,0,0,7,4,3,Sugar Kane,2021,D,0,0,0,1,0,NA
Michael Bunting,1,1,0,-1,0,0,1,1,1,Sugar Kane,2021,LW,0,1,0,0,0,NA
Erik Karlsson,1,0,0,-2,2,0,3,0,0,Sugar Kane,2021,D,0,0,0,1,0,NA
Blake Wheeler,40,15,25,-16,22,14,104,30,25,Sugar Kane,2021,RW,0,0,1,0,0,NA
Evander Kane,43,22,16,25,60,4,152,135,11,Sugar Kane,2021,LW,0,1,0,0,0,NA
Noah Dobson,44,7,27,-6,10,16,99,34,79,Sugar Kane,2021,D,0,0,0,1,0,NA
Mark Giordano,5,0,3,-7,2,1,18,4,9,Sugar Kane,2021,D,0,0,0,1,0,NA
Boone Jenner,8,1,2,-6,4,1,20,19,4,Sugar Kane,2021,"C,LW",1,1,0,0,1,NA
Tim Stutzle,9,3,5,-5,0,4,23,8,4,Sugar Kane,2021,"C,LW",1,1,0,0,1,NA
Josh Manson,14,1,3,-6,4,0,19,43,17,Sugar Kane,2021,D,0,0,0,1,0,NA
Bo Horvat,13,8,3,2,6,4,34,15,10,Sugar Kane,2021,C,1,0,0,0,0,NA
Oliver Bjorkstrand,7,2,2,-8,4,2,20,4,1,Sugar Kane,2021,RW,0,0,1,0,0,NA
Paul Stastny,1,1,0,2,0,0,4,0,0,Sugar Kane,2021,C,1,0,0,0,0,NA
Jordan Greenway,1,0,0,0,0,0,0,0,0,Sugar Kane,2021,LW,0,1,0,0,0,NA
Brayden McNabb,1,0,0,1,0,0,2,3,0,Sugar Kane,2021,D,0,0,0,1,0,NA
Alexander Romanov,5,0,1,-9,2,0,12,10,7,Sugar Kane,2021,D,0,0,0,1,0,NA
Brock Boeser,1,0,1,0,0,0,1,2,1,Sugar Kane,2021,RW,0,0,1,0,0,NA
Andrew Mangiapane,1,0,0,1,0,0,1,1,0,Sugar Kane,2021,LW,0,1,0,0,0,NA
Nikita Kucherov,42,21,39,-2,20,27,134,28,7,The Dirty Beavers,2021,RW,0,0,1,0,0,NA
Adam Larsson,75,8,15,-16,53,1,110,169,131,The Dirty Beavers,2021,D,0,0,0,1,0,NA
Mika Zibanejad,79,28,51,30,12,27,213,66,47,The Dirty Beavers,2021,C,1,0,0,0,0,NA
Alex DeBrincat,80,40,37,-13,19,28,264,96,34,The Dirty Beavers,2021,"LW,RW",0,1,1,0,1,NA
Jacob Trouba,74,10,26,24,84,4,184,192,164,The Dirty Beavers,2021,D,0,0,0,1,0,NA
Vladislav Namestnikov,25,9,4,-1,12,0,34,18,14,The Dirty Beavers,2021,"LW,RW",0,1,1,0,1,NA
Jakub Voracek,71,6,52,-9,32,25,136,24,26,The Dirty Beavers,2021,"LW,RW",0,1,1,0,1,NA
Patrik Laine,51,24,29,-3,24,13,153,30,11,The Dirty Beavers,2021,"LW,RW",0,1,1,0,1,NA
Aaron Ekblad,60,14,41,38,22,19,175,61,67,The Dirty Beavers,2021,D,0,0,0,1,0,NA
Marcus Foligno,69,22,18,22,103,7,96,224,37,The Dirty Beavers,2021,LW,0,1,0,0,0,NA
P.K. Subban,65,4,14,-15,78,0,103,57,77,The Dirty Beavers,2021,D,0,0,0,1,0,NA
Keith Yandle,70,1,17,-42,14,11,95,26,39,The Dirty Beavers,2021,D,0,0,0,1,0,NA
Charlie McAvoy,74,10,42,30,60,19,155,144,120,The Dirty Beavers,2021,D,0,0,0,1,0,NA
Ryan O'Reilly,77,20,37,10,12,16,166,20,37,The Dirty Beavers,2021,C,1,0,0,0,0,NA
Cam Atkinson,69,22,26,-6,10,5,202,16,45,The Dirty Beavers,2021,RW,0,0,1,0,0,NA
Martin Necas,26,7,10,3,10,3,53,21,4,The Dirty Beavers,2021,C,1,0,0,0,0,NA
Jared Spurgeon,15,4,7,9,0,4,29,11,23,The Dirty Beavers,2021,D,0,0,0,1,0,NA
Brayden Point,66,28,30,-5,33,22,175,75,27,The Glatt Pack,2021,C,1,0,0,0,0,NA
William Karlsson,63,11,21,4,10,3,124,38,39,The Glatt Pack,2021,C,1,0,0,0,0,NA
Bryan Rust,56,17,28,2,12,17,160,41,23,The Glatt Pack,2021,"LW,RW",0,1,1,0,1,NA
Alex Pietrangelo,80,13,31,7,42,13,227,66,164,The Glatt Pack,2021,D,0,0,0,1,0,NA
Kris Letang,77,10,57,19,49,22,210,170,121,The Glatt Pack,2021,D,0,0,0,1,0,NA
Alec Martinez,11,0,3,3,4,0,11,9,33,The Glatt Pack,2021,D,0,0,0,1,0,NA
Ryan Nugent-Hopkins,46,6,28,-4,10,17,100,32,27,The Glatt Pack,2021,"LW,C",1,1,0,0,1,NA
Mikko Rantanen,75,35,57,35,56,35,253,58,43,The Glatt Pack,2021,RW,0,0,1,0,0,NA
Jake Muzzin,39,2,10,-7,12,0,55,79,51,The Glatt Pack,2021,D,0,0,0,1,0,NA
Claude Giroux,68,21,36,-7,24,20,188,62,16,The Glatt Pack,2021,"LW,C,RW",1,1,1,0,1,NA
Kevin Fiala,66,25,42,11,48,15,221,44,17,The Glatt Pack,2021,LW,0,1,0,0,0,NA
Matt Dumba,39,6,14,10,26,5,81,74,58,The Glatt Pack,2021,D,0,0,0,1,0,NA
Pavel Buchnevich,65,26,37,24,42,17,184,53,11,The Glatt Pack,2021,LW,0,1,0,0,0,NA
Joel Farabee,9,2,2,6,0,1,14,14,3,The Glatt Pack,2021,LW,0,1,0,0,0,NA
Zach Werenski,53,7,29,-16,16,10,160,24,72,The Glatt Pack,2021,D,0,0,0,1,0,NA
Ivan Provorov,21,3,6,-5,10,3,54,24,48,The Glatt Pack,2021,D,0,0,0,1,0,NA
Mark Giordano,27,3,8,-2,12,4,42,26,43,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Ryan Strome,53,12,27,7,57,10,121,34,15,The Tkachukle Fuckers,2021,RW,0,0,1,0,0,NA
Nils Hoglander,3,0,2,2,0,1,10,0,0,The Tkachukle Fuckers,2021,LW,0,1,0,0,0,NA
Quinn Hughes,72,6,54,9,28,30,141,18,54,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Morgan Rielly,81,10,57,16,38,23,219,89,86,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Patric Hornqvist,3,0,0,-1,0,0,5,6,1,The Tkachukle Fuckers,2021,RW,0,0,1,0,0,NA
Ryan Pulock,4,0,0,-1,0,0,9,7,13,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Joel Eriksson Ek,2,0,0,0,0,0,5,3,3,The Tkachukle Fuckers,2021,C,1,0,0,0,0,NA
Travis Konecny,18,5,5,1,8,2,55,21,5,The Tkachukle Fuckers,2021,RW,0,0,1,0,0,NA
Taylor Hall,12,3,4,-3,8,2,22,14,9,The Tkachukle Fuckers,2021,LW,0,1,0,0,0,NA
Sean Monahan,1,0,0,-1,0,0,1,0,0,The Tkachukle Fuckers,2021,C,1,0,0,0,0,NA
Blake Coleman,3,1,0,2,0,0,9,7,2,The Tkachukle Fuckers,2021,"LW,RW",0,1,1,0,1,NA
Justin Faulk,74,14,30,39,43,6,160,146,100,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Nathan MacKinnon,64,32,54,22,42,26,294,68,39,The Tkachukle Fuckers,2021,C,1,0,0,0,0,NA
Tyler Bertuzzi,5,2,2,2,4,0,14,3,1,The Tkachukle Fuckers,2021,LW,0,1,0,0,0,NA
Jordan Kyrou,49,13,28,-2,18,9,115,3,15,The Tkachukle Fuckers,2021,C,1,0,0,0,0,NA
Vincent Trocheck,14,3,7,3,14,3,25,32,8,The Tkachukle Fuckers,2021,C,1,0,0,0,0,NA
Brady Tkachuk,79,30,37,-8,117,18,288,270,25,The Tkachukle Fuckers,2021,LW,0,1,0,0,0,NA
Brock Boeser,29,10,7,-3,2,7,87,8,11,The Tkachukle Fuckers,2021,RW,0,0,1,0,0,NA
Kevin Shattenkirk,15,1,7,0,4,4,27,12,18,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Pierre-Luc Dubois,64,20,22,-14,82,13,188,90,31,The Tkachukle Fuckers,2021,C,1,0,0,0,0,NA
Milan Lucic,1,0,0,0,0,0,2,0,0,The Tkachukle Fuckers,2021,LW,0,1,0,0,0,NA
Patrik Nemeth,1,0,0,1,0,0,0,2,3,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Drake Batherson,37,13,22,1,30,12,82,65,13,The Tkachukle Fuckers,2021,C,1,0,0,0,0,NA
Jesper Bratt,32,11,23,-7,8,10,88,6,10,The Tkachukle Fuckers,2021,RW,0,0,1,0,0,NA
Mario Ferraro,26,0,4,3,2,0,20,55,64,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Rickard Rakell,3,1,0,0,0,0,10,4,2,The Tkachukle Fuckers,2021,"LW, RW",0,1,1,0,1,NA
Robert Thomas,3,0,1,0,2,0,9,0,0,The Tkachukle Fuckers,2021,C,1,0,0,0,0,NA
Adam Boqvist,6,2,1,-1,2,0,8,0,3,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Michael Bunting,28,5,18,9,48,2,59,33,8,The Tkachukle Fuckers,2021,LW,0,1,0,0,0,NA
Jonathan Marchessault,52,18,29,6,26,16,178,39,9,The Tkachukle Fuckers,2021,"C,LW",1,1,0,0,1,NA
Brayden McNabb,6,0,2,1,2,0,13,14,11,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Erik Karlsson,6,0,4,-5,0,0,16,3,4,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Nino Niederreiter,4,2,0,1,2,1,8,9,1,The Tkachukle Fuckers,2021,"LW,RW",0,1,1,0,1,NA
Zach Whitecloud,3,0,0,-2,2,0,3,6,6,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Alexander Kerfoot,2,0,1,0,2,0,2,3,1,The Tkachukle Fuckers,2021,C,1,0,0,0,0,NA
Andre Burakovsky,13,1,8,-1,0,0,23,7,7,The Tkachukle Fuckers,2021,LW,0,1,0,0,0,NA
Connor Murphy,10,1,1,-3,8,0,21,21,27,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Clayton Keller,26,12,18,10,2,7,60,3,7,The Tkachukle Fuckers,2021,"LW,RW",0,1,1,0,1,NA
Samuel Girard,6,0,1,5,0,1,5,5,15,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Rasmus Andersson,4,1,2,1,0,0,7,2,5,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Ryan McDonagh,1,0,1,0,0,0,2,0,2,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Calvin de Haan,1,0,0,-1,2,0,1,0,5,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
Alex Tuch,6,1,6,-1,2,1,24,3,7,The Tkachukle Fuckers,2021,RW,0,0,1,0,0,NA
Jack Eichel,33,14,10,4,8,7,129,39,35,The Tkachukle Fuckers,2021,C,1,0,0,0,0,NA
Josh Morrissey,32,7,10,-1,44,6,81,60,50,The Tkachukle Fuckers,2021,D,0,0,0,1,0,NA
